H,HE,LI,BE,B,C,N,O,F,NE,NA,MG,AL,SI,P,S,CL,K,AR,CA,SC,TI,V,CR,MN,FE,NI,CO,CU,ZN,GA,GE,AS,SE,BR,KR,RB,SR,Y,ZR,NB,MO,TC,RU,RH,PD,AG,CD,IN,SN,SB,I,TE,XE,CS,BA,LA,CE,PR,ND,PM,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,W,RE,OS,IR,PT,AU,HG,TL,PB,BI,PO,AT,RN,FR,RA,AC,PA,TH,NP,U,PU,AM,BK,CM,NO,CF,ES,HS,MT,FM,MD,LR,RF,BH,DB,SG,UUN,UUU,UUB,—,UUQ
1.00797,4.0026,6.941,9.01218,10.81,12.011,14.0067,15.9994,18.998403,20.179,22.98977,24.305,26.98154,28.0855,30.97376,32.06,35.453,39.0983,39.948,40.08,44.9559,47.9,50.9415,51.996,54.938,55.847,58.7,58.9332,63.546,65.38,69.72,72.59,74.9216,78.96,79.904,83.8,85.4678,87.62,88.9059,91.22,92.9064,95.94,-98.0,101.07,102.9055,106.4,107.868,112.41,114.82,118.69,121.75,126.9045,127.6,131.3,132.9054,137.33,138.9055,140.12,140.9077,144.24,-145.0,150.4,151.96,157.25,158.9254,162.5,164.9304,167.26,168.9342,173.04,174.967,178.49,180.9479,183.85,186.207,190.2,192.22,195.09,196.9665,200.59,204.37,207.2,208.9804,-209.0,-210.0,-222.0,-223.0,226.0254,227.0278,231.0359,232.0381,237.0482,238.029,-242.0,-243.0,-247.0,-247.0,-250.0,-251.0,-252.0,-255.0,-256.0,-257.0,-258.0,-260.0,-261.0,-262.0,-262.0,-263.0,-269.0,-272.0,-277.0,0.0,0.0
